Index,Q1 (Da),Q3 (Da),Rt (min),Molecular Weight (Da),Ionization model,KEGG ID,Compound name,Class,R30,S30,L30,F30,R45,S45,L45,F45,R85,S85,L85,DPA10,DPA20,IMG,MG,Br,Br3,Br7,Br10,Br15
pmf0519,177,145,5.47,178.18,[M-H]-,-,Trans-4-hydroxycinnamic acid methyl ester,Hydroxycinnamoyl and derivatives,-0.072736489,0.089121953,-0.52421009,1.93410858,2.784156517,-0.220455191,-0.473972423,2.181969916,0.025409946,-0.364514196,-0.158905732,-0.481125469,-0.590750046,-0.623520974,-0.628178771,-0.612209182,-0.628345121,-0.536020932,-0.572950608,-0.526871688
pmf0390,353.1,191,3.15,354.1,[M-H]-,-,4-Caffeoylquinic acid,Hydroxycinnamoyl and derivatives,-1.203056668,-0.206184913,0.011753085,-0.250940038,-1.045635382,-0.68097841,1.052796202,-0.354071412,-1.001269432,0.325038957,3.432601307,0.624703705,0.303634333,0.780373704,0.190773583,0.272500333,-0.130295789,-0.880430595,-0.60314341,-0.63816916
pmf0395,367,191,3.67,368,[M-H]-,C02572,5-O-Feruloylquinic acid,Hydroxycinnamoyl and derivatives,-0.4466344,0.628917895,-0.271450247,0.947834986,-0.342413704,0.025442184,0.095480606,4.045823803,-0.439366262,-0.236651282,-0.142826226,-0.415315332,-0.433331505,-0.389282183,-0.384568906,-0.402364832,-0.463483266,-0.467156098,-0.466231944,-0.442423285
pmf0396,367,191.1,3.44,368,[M-H]-,-,4-O-Feruloylquinic acid,Hydroxycinnamoyl and derivatives,-0.444792166,0.599612067,-0.266176604,0.897226923,-0.336801823,0.009513646,0.101410396,4.067431562,-0.437561711,-0.217662584,-0.142092668,-0.413164756,-0.433783215,-0.382003828,-0.372487616,-0.400942955,-0.460703832,-0.464888166,-0.463894561,-0.438238108
pmf0449,515,173,3.95,516,[M-H]-,-,"3,4-Dicaffeoylquinic acids",Hydroxycinnamoyl and derivatives,-0.430879263,-0.430879263,-0.430879263,-0.430879263,-0.423257366,-0.430879263,-0.430879263,-0.430879263,-0.430879263,-0.430879263,-0.430879263,-0.430879263,-0.430879263,-0.430879263,-0.430879263,-0.430879263,0.085359807,1.768995857,1.729153219,3.302937424
pma3724,369.1,177.1,3.42,368.1,[M+H]+,-,1-O-Feruloyl quinic acid,Hydroxycinnamoyl and derivatives,-0.595327105,0.722820943,-0.087324568,1.756630156,-0.45980088,-0.019971294,0.577947863,3.548481403,-0.586437743,-0.290019798,0.065173411,-0.486297404,-0.527726022,-0.395561107,-0.374529094,-0.425933621,-0.60294565,-0.611322237,-0.609151047,-0.598706206
pma6460,337,163.1,3.24,338,[M-H]-,-,5-O-p-Coumaroylquinic acid,Hydroxycinnamoyl and derivatives,-0.936311294,-0.348948257,-0.711164387,2.513978047,-0.558567791,-0.744896266,-0.175470022,2.513978047,-1.04371788,-0.575433731,-0.00788148,1.113837354,-0.12781705,-0.725353193,-0.803525484,-0.662975988,0.709590232,0.200934914,0.016212719,0.353531509
pmb0749,369.1,177.2,2.31,368.1,[M+H]+,-,O-Feruloyl quinic acid,Hydroxycinnamoyl and derivatives,-0.269423972,-0.198482076,-0.221584534,-0.186154677,-0.265561387,-0.245052248,-0.231355139,4.356537377,-0.272903038,-0.241673628,-0.209622392,-0.28597008,-0.269907937,-0.254074078,-0.191085637,-0.158943086,-0.214005467,-0.208526623,-0.204326176,-0.227885204
pmb0752,369.1,177.1,2.87,368.1,[M+H]+,-,3-O-Feruloyl quinic acid,Hydroxycinnamoyl and derivatives,-0.557893696,2.116779172,-0.130414553,-0.295683739,-0.557893696,2.729968729,0.396344475,-0.454353836,-0.557893696,1.935742256,0.374736843,-0.552013967,-0.557893696,-0.546057269,-0.557893696,-0.557893696,-0.557893696,-0.557893696,-0.557893696,-0.554004848
pmb2938,353.1,100.9,3,354.1,[M-H]-,-,Criptochlorogenic acid,Hydroxycinnamoyl and derivatives,-0.910617882,0.21518617,-0.196561222,-0.265185787,-0.90206991,-0.504769795,-0.503565856,1.552763222,-1.075798415,-0.914229701,-0.527644651,0.405408649,-0.218232137,-0.487914639,-0.546907686,-0.911942216,-0.059312091,1.879030891,2.040358817,1.93200424
pmb3058,369,191,2.06,370,[M-H]-,-,Quinic acid O-glucuronic acid,Hydroxycinnamoyl and derivatives,-0.329401978,-0.153289385,4.155100566,-0.310766645,-0.347425731,-0.216102411,0.951914403,-0.318729447,-0.347425731,-0.300038402,0.27931474,-0.342767936,-0.34094747,-0.346254365,-0.346619848,-0.339741113,-0.335613922,-0.338351569,-0.336072512,-0.336781244
pmb3064,499.2,163.2,2.5,500.2,[M-H]-,-,3-O-p-Coumaroyl quinic acid O-hexoside,Hydroxycinnamoyl and derivatives,-0.673984685,-0.401486064,-0.34027889,-0.375635854,-0.673984685,-0.673984685,-0.535533005,2.451390658,-0.673984685,-0.673984685,-0.673984685,-0.673984685,-0.673984685,-0.673984685,-0.458628632,-0.162881829,1.189492281,1.366362134,1.915679083,1.417382284
pmb3066,481.1,319.2,2.5,482.1,[M-H]-,-,5-O-p-Coumaroyl shikimic acid O-hexoside,Hydroxycinnamoyl and derivatives,-0.70463582,1.196057587,0.787467333,-0.36877891,-1.13452197,0.955395788,1.574698818,-0.100307303,-0.462904413,0.836669301,2.755546045,-1.026053023,-0.880051532,0.076178016,-0.658642677,-0.729236804,-0.671477973,-0.26716615,-0.818014268,-0.360222046
pmb3074,337.1,191.1,3.23,338.1,[M-H]-,-,3-O-p-Coumaroyl quinic acid,Hydroxycinnamoyl and derivatives,-0.816188808,-0.21550156,-0.61276255,2.706335121,-0.413058377,-0.596585796,0.014981392,2.425747179,-0.881897923,-0.383568011,0.109465087,1.543899362,0.105170373,-0.665158053,-0.736163981,-0.56809753,0.198222497,-0.470321222,-0.358658674,-0.385858525
pme0398,353.095,191.01,2.81,354.0951,[M-H]-,C00852,3-Caffeoylquinic acid (Neochlorogenic acid),Hydroxycinnamoyl and derivatives,-1.461640288,-0.366617622,-0.634667281,1.111636436,0.026168016,-0.515239215,0.633924173,0.904627789,-1.147146381,-0.886793198,0.923205488,1.085096866,1.894553756,1.400917751,0.479994666,0.355258686,-0.159608975,-1.225703509,-0.971719822,-1.446247337
pme1816,353,191,2.35,354.095,[M-H]-,C17147,Chlorogenic acid (5-Caffeoylquinic acid),Hydroxycinnamoyl and derivatives,-0.640799108,0.891170381,0.015617295,-0.461389457,-0.638020414,2.327348933,1.127366098,-0.34654947,-0.627350884,2.012421311,1.872604306,-0.64409811,-0.64409811,-0.643496626,-0.643287579,-0.641796967,-0.634477479,-0.580831187,-0.585595825,-0.51473711
pmb2723,485.1,323.2,3.48,486.1,[M-H]-,-,4-Hydroxycoumarin di-glucoside,Hydroxycinnamoyl and derivatives,-0.484719164,-0.484719164,-0.484719164,-0.484719164,-0.484719164,-0.297892762,-0.484719164,-0.484719164,-0.484719164,-0.484719164,3.31710094,-0.454808177,-0.454667104,-0.484719164,-0.484719164,-0.484719164,-0.285485399,1.50219776,0.9012271,1.588957609
pmb3093,351.1,105.1,2.36,352.1,[M-H]-,-,"6,7-Hihydroxycoumarin 7-O-quinic acid",Hydroxycinnamoyl and derivatives,-0.593141138,1.486037456,-0.171209437,-0.253688399,-0.591750601,2.089087157,0.081201057,-0.156288619,-0.562155574,2.903515104,0.936868485,-0.595491167,-0.595594784,-0.595093279,-0.59491713,-0.594772067,-0.589158109,-0.540914133,-0.556228694,-0.506306126
pmb3094,703.4,351.1,2.33,704.4,[M-H]-,-,Esculetin O-quinacyl esculetin O-quinic acid,Hydroxycinnamoyl and derivatives,-0.472320556,1.178331452,-0.308025648,-0.340232151,-0.473371496,2.050965751,-0.263404348,-0.355345817,-0.468396041,3.360816821,0.285905448,-0.470916784,-0.47099955,-0.468656931,-0.466021036,-0.462400953,-0.467224731,-0.462562885,-0.466690355,-0.45945019
pme2996,161,116.6,4.65,162.032,[M-H]-,C20414,4-Hydroxycoumarin,Hydroxycinnamoyl and derivatives,-0.556625384,-0.556625384,-0.556625384,-0.261715149,-0.230850019,-0.556625384,-0.556625384,-0.327652615,-0.556625384,-0.556625384,-0.428785432,-0.556625384,-0.556625384,-0.556625384,-0.556625384,-0.556625384,1.648749099,2.035024549,2.137129206,2.107604968
pme3416,177,133.2,3.04,178.027,[M-H]-,C09263,"Esculetin (6,7-dihydroxycoumarin)",Hydroxycinnamoyl and derivatives,-0.524812303,-0.524812303,0.175616265,-0.524812303,-0.524812303,-0.437297639,0.338167785,-0.119959628,-0.524812303,-0.225587677,4.112772391,-0.524812303,-0.524812303,-0.524812303,-0.323910038,-0.317821967,0.306205408,0.227060472,0.128129303,0.33512375
pme3428,339.1,177,2.71,340.079,[M-H]-,C09264,"6,7-Dihydroxycoumarin-6-glucoside",Hydroxycinnamoyl and derivatives,-0.048742781,-0.192180887,0.142857024,-0.185898926,0.375289575,0.118776174,0.251744345,0.51244572,0.118776174,3.324670186,1.931121875,-0.873145441,-0.844039022,-0.800693493,-0.741433662,-0.62469389,-0.7834181,-0.581662458,-0.63746721,-0.462305203
pmf0279,147.03678,91.0542,2.92,146.03678,[M+H]+,C05851,Coumarin,Hydroxycinnamoyl and derivatives,-0.364702541,-0.379691205,-0.267420346,0.493542599,-0.30681363,-0.270783187,-0.225817195,4.275297842,-0.029619426,-0.048355256,-0.209675557,-0.465347577,-0.387329659,-0.27750887,-0.340345962,-0.277028464,-0.268909604,-0.265018317,-0.117053299,-0.267420346
pmf0518,193.1,133,4.21,192.042,[M+H]+,C01752,Scopoletin (7-hydroxy-5-methoxycoumarin),Hydroxycinnamoyl and derivatives,-0.994595327,-0.776507878,3.226872709,-0.994595327,0.004244274,-0.493560119,0.491077319,-0.994595327,-0.071081391,0.71328803,1.360120975,-0.994595327,-0.994595327,-0.064516596,0.899964677,-0.175391061,0.264609071,-0.144769541,0.200746008,-0.462119841
pmf0362,290.2,228.4,5.21,289.2,[M+H]+,-,16-Hydroxy-hexadecanoic acid,Lipids,0.442109144,0.396090349,-0.083819949,-0.49798911,2.039618766,0.961464124,0.36321978,-1.083085227,1.855543583,0.080532892,-0.327062155,-0.057523495,1.309892149,0.547294963,-0.142986972,-0.590026702,-0.958177067,-1.46438382,-1.168548705,-1.622162548
pmf0387,348.10001,277,5.89,347.10001,[M+H]+,-,Tianshic acid,Lipids,0.875822525,-0.178897627,-0.398818,-0.377412877,0.696295691,0.280104154,-0.366365072,3.955398225,0.451172513,-0.245357081,-0.232583056,-0.529320199,-0.378621231,-0.443527086,-0.486855197,-0.557129596,-0.548809218,-0.547842535,-0.516131881,-0.451122453
pmf0450,520.3,184.2,8.23,519.3,[M+H]+,-,LPC(1-acyl 18:2),Lipids,2.756352458,1.037003895,-0.14655703,0.44086471,1.723670404,-0.648816029,-0.603887654,-0.087546627,1.596261579,-0.764154544,-0.822427317,0.289315265,0.061320526,-0.520066059,-0.495925439,-0.662227484,-0.85065843,-0.827188384,-0.738672779,-0.736661061
pma0461,277.216,93.1,8.49,276.216,[M+H]+,-,"14,15-Dehydrocrepenynic acid",Lipids,0.37506137,0.514992429,-0.555249519,0.722582462,0.182848377,0.621094002,-0.702869098,0.531907173,-0.835111637,-0.931986986,2.22491922,-1.178019618,-1.208773697,-1.339786073,-1.253367111,-0.87509194,1.351503377,0.272035206,1.042424884,1.04088718
pmb0885,291,190.9,6.69,290,[M+H]+,-,"4-oxo-9Z,11Z,13E,15E-Octadecatetraenoic acid",Lipids,-0.570561376,-0.102608168,2.626603741,0.393471686,-0.613524055,-0.21805105,1.852348267,0.680919826,-0.634541769,-0.22423273,2.156796028,-0.557579847,-0.592969968,-0.544134693,-0.573034049,-0.629441882,-0.613060429,-0.650305054,-0.567934162,-0.618160316
pmb1650,279.2,149.4,9.7,278.2,[M+H]+,-,"Octadeca-11E,13E,15Z-trienoic acid",Lipids,0.818345639,-1.554775071,-0.738334459,1.150364821,0.301266586,-1.772492567,-1.489459822,0.687715142,0.655057517,-1.364272261,1.095935447,2.233509366,0.328481273,-0.194040719,-0.183154844,0.339367147,-0.134168407,-0.515174026,0.225065462,0.110763776
pmb2640,199,181,9.63,200,[M-H]-,C02679,Lauric acid (C12:0),Lipids,1.246099052,0.100904573,-1.044289907,-0.882070116,-0.374167674,-0.988285455,-1.032702779,0.377064456,0.162702588,-0.882070116,-0.250571642,0.514178803,-0.439828065,-0.356786982,2.399018284,2.567031639,-0.111526107,-0.179117686,-0.586598353,-0.238984514
pmb2643,225,207,10.03,226,[M-H]-,C08322,Myristoleic acid (C14:1),Lipids,-0.27273409,-0.533610176,1.450629146,0.359692786,0.256923418,-0.209491403,1.592925194,0.335976778,0.446651481,0.462462153,1.450629146,1.616641201,0.011858004,-0.675906224,-0.865634286,-0.786580927,-1.426913139,0.122532707,-1.474345154,-1.861706616
pmb2778,295,277.3,8.95,296,[M-H]-,-,"9,10-EODE",Lipids,1.389108069,-0.376263521,-0.689138884,0.377629505,2.755091982,-0.086479791,-0.810126031,0.966303525,0.741891882,-0.798742831,-0.338211112,-1.051449855,-0.988354408,-1.074541488,-1.047547044,-1.003965653,0.628059889,0.520732582,-0.015253487,0.901256672
pmb2786,293,275,8.4,294,[M-H]-,-,9-HOTrE,Lipids,0.790349348,0.550779741,0.427155681,0.887866464,1.112846896,1.830020015,-0.19096462,1.312488236,-0.633246971,-0.700050035,1.128203922,-1.415687451,-1.267492149,-1.335830915,-1.399562574,-1.281313473,0.560761808,-0.048912128,-0.498872993,0.171461196
pmb2787,293.2,275.1,9.18,294.2,[M-H]-,C14766,9-KODE,Lipids,0.398136951,1.669467037,0.102245531,0.651399947,0.132336184,1.145388165,-0.186123226,2.617322604,-0.529407425,-0.738788218,0.207562816,-0.841096438,-0.817023916,-1.00433823,-1.178613261,-1.138492391,-0.636479998,-0.580310779,-0.491292598,1.218107243
pmb2792,293,193.1,7.8,294,[M-H]-,-,13-HOTrE(r),Lipids,-0.917918486,-0.375384321,0.127692814,-1.133945727,0.818190843,-0.434569866,-0.562805215,-0.644678552,-0.395112836,0.74914104,-0.408922797,0.482806086,0.078371526,1.025340251,-0.562805215,3.560454442,0.22633539,-0.572669472,-0.61508578,-0.444434124
pmb2799,295,195.2,9.73,296,[M-H]-,-,"12,13-EODE",Lipids,2.230616653,0.771268109,-0.500976254,0.281080782,2.485321832,0.655929914,-0.523242933,1.165340273,0.769666189,-0.488160899,-0.484636676,-0.72396343,-0.644348037,-0.705701549,-0.911067612,-0.929810068,-0.861888687,-0.668537019,-0.621280398,-0.295610191
pmb2804,311.1,171.3,7.85,312.1,[M-H]-,C04717,13-HPODE,Lipids,1.630341636,-0.627997654,-0.982731202,0.342187375,2.267402676,-0.21713538,-1.002376256,1.257085608,0.897861762,-0.860651223,-0.705455296,-1.171576301,-0.792735465,-0.839883594,-0.777300065,-0.688336034,0.743507765,0.690185476,-0.245480386,1.083086558
pmb5304,277.1,241.2,10.6,278.1,[M-H]-,C06427,α-Linolenic acid,Lipids,0.713586616,2.04541932,0.961260768,1.116407595,0.560309028,1.250058175,0.87434116,1.411747339,-0.146263269,-0.102336156,-0.019155025,-0.844423992,-0.792085303,-1.063031479,-1.062564169,-1.146960305,-0.926670503,-1.076676923,-0.8976973,-0.855265577
pme2827,239,223,6.76,240.245,[M-H]-,C00517,Palmitaldehyde,Lipids,0.586863259,2.983854105,0.716300765,-1.362689296,0.733878697,0.51335554,0.267264479,0.743466661,0.912854014,-0.351159159,-0.680345902,0.188962778,0.035555364,-0.456626756,-0.176977824,-0.576476299,-0.266465482,-1.301965528,-1.332327412,-1.177322004
pmf0353,279.3,95.1,8.93,278.3,[M+H]+,C08364,Punicic acid,Lipids,0.969844328,-0.441240464,-0.692050833,0.423546611,2.100039202,-0.297477907,-0.937995393,0.483263366,0.465569512,-0.833601659,-0.147080155,-1.027128178,-1.083527335,-1.177304757,-1.155187441,-1.044379685,1.177747104,0.839352161,0.59606168,1.781549844
pmf0364,295.2,179.2,9.19,294.2,[M+H]+,-,"9-Hydroxy-(10E,12Z,15Z)-octadecatrienoic acid",Lipids,-0.135875951,-0.352421578,-0.323617409,-0.310244045,0.034891621,-0.480497258,-0.428032522,-0.205314573,-0.06798041,-0.540677396,0.195371991,-0.61731706,-0.614230899,-0.729910499,-0.751307881,-0.68690999,0.308016866,0.556452822,1.376342916,3.773261256
pmf0374,318.3005,256.2627,6.03,317.3005,[M+H]+,C12144,4-Hydroxysphinganine,Lipids,0.358319185,1.522543199,0.255265863,0.728754098,0.979424341,0.12853813,-0.017686178,0.714827974,2.330258423,1.035128839,-0.074783289,-0.773874742,-0.722348081,-0.669428808,-0.1207395,-1.009226247,-0.850468427,-1.287748739,-0.636006109,-1.890749932
pmb2791,309.1,209.1,7.53,310.1,[M-H]-,-,9-HpOTrE,Lipids,0.53998716,1.607804237,1.189335383,-0.01556632,0.240565479,3.137380051,-0.098538593,0.240565479,-0.719026895,-0.699185699,0.356005163,-0.846732045,-0.870902229,-0.98742416,-0.931868812,-0.896876158,-0.120183534,-0.538652388,-0.354670392,-0.232015728
pmb0159,696.4,355.2,7.58,695.4,[M+H]+,-,DGMG (18:2) isomer2,Lipids,-0.304963684,0.052995491,2.594651735,0.572547664,-0.01596644,0.241179742,2.413480561,1.498858344,-0.24652137,-0.399348021,-0.10713645,-0.64831228,-0.54048621,-0.563278713,-0.725456135,-0.789392026,-0.709968921,-0.765956658,-0.796405104,-0.760521523
pmb0160,353.3,261.1,7.58,352.3,[M+H]+,-,MAG (18:3) isomer5,Lipids,-0.359140947,0.122835723,2.354277328,1.113857545,-0.303427177,0.036374259,2.262297047,1.794511621,-0.282140312,-0.525756655,-0.072950874,-0.618262537,-0.524442651,-0.512091014,-0.713659228,-0.755707357,-0.698416782,-0.778965228,-0.786533891,-0.752658867
pmb0164,355.1,147.2,8.34,354.1,[M+H]+,-,MAG (18:2) isomer1,Lipids,-0.846760435,0.643941903,2.351709401,2.160744984,-0.846760435,0.012395296,1.717434731,0.924932402,-0.846760435,-0.497752503,-0.11582367,-0.294511803,0.040357942,-0.343616938,-0.454103494,-0.669756882,-0.395388756,-0.846760435,-0.846760435,-0.846760435
pmb1626,534.4,263.3,9.2,533.4,[M+H]+,-,MGMG (18:2) isomer1,Lipids,0.756657337,0.701179659,1.046759362,1.089523406,1.761034469,0.399519783,0.221528899,-0.045457427,2.514606265,-0.132141299,-0.634897356,-0.773581149,-0.688641357,-0.852867998,-0.904174448,-0.904174448,-0.904174448,-0.904174448,-0.842350355,-0.904174448
pmb2251,694.1,353.7,7.58,693.1,[M+H]+,-,DGMG (18:1),Lipids,-0.395690294,-0.018507144,2.526567167,0.447682475,-0.04586569,0.089832697,2.57034084,1.53436391,-0.146545138,-0.409916738,-0.258897566,-0.630609007,-0.424507962,-0.407363274,-0.626231639,-0.749709876,-0.75113252,-0.771231932,-0.771013063,-0.761565245
pmb2383,534.1,337.7,9.03,533.1,[M+H]+,-,MGMG (18:2) isomer2,Lipids,0.888902809,0.299608889,0.963549471,0.661645196,2.037631985,0.172294862,0.194274156,0.053689611,2.622364164,0.177271306,-0.749176701,-0.71185337,-0.576659973,-0.762032515,-0.798941142,-0.88229658,-0.904109993,-0.926172229,-0.906764097,-0.853225852
pmb2444,353.2,261.3,10.05,352.2,[M+H]+,-,MAG (18:3) isomer1,Lipids,-0.074693985,0.245629688,0.159583374,2.980311701,0.65416891,0.255752784,-0.481063972,2.033079168,-0.283663605,-0.078309377,1.111877454,-0.543971782,-0.545417938,-0.737973681,-0.708833627,-0.842386183,-0.735949062,-0.877238556,-0.687141279,-0.843760032
pmb0163,696.4,355.4,8.1,695.4,[M+H]+,-,DGMG (18:2) isomer3,Lipids,0.203713821,-0.197861775,-0.230975205,-0.196055588,1.589661383,0.262113871,-0.128022541,-0.100929735,3.805250883,0.169396267,-0.484744492,-0.506418737,-0.458675191,-0.501180794,-0.54139856,-0.547358978,-0.560784968,-0.564156518,-0.562892187,-0.448680956
pma1303,492.308,184,8.67,491.308,[M+H]+,-,LysoPC 16:2,Lipids,-0.390985281,-0.770614293,-0.760523282,-0.722927797,-0.640931863,-0.717882292,-0.650401889,-0.475335784,-0.718529151,-0.703263263,-0.615342094,-0.109213202,0.075788668,-0.211158288,-0.010631786,-0.02227526,2.206285729,1.267304209,2.605010039,1.365626881
pmb0165,494.3,184.1,8.53,493.3,[M+H]+,-,LysoPC 16:1,Lipids,-0.634498411,-0.64452293,0.2706871,-0.525259784,-0.66282484,-0.674410321,-0.244859641,1.669823671,-0.650136662,-0.629314302,-0.068714504,-0.667579326,-0.668799454,-0.663297424,-0.673046986,-0.590734221,0.415040188,1.071216622,2.712373747,1.858857476
pmb0168,700.1,184.4,9.31,699.1,[M+H]+,-,PC 16:1/14:1,Lipids,1.343869018,0.112671023,-0.465901727,0.336634668,0.532301831,-0.164875323,-0.55861786,3.697895504,-0.35933838,0.001291253,0.151202402,0.240306218,-0.54037566,-0.311294566,-0.210029283,-0.817484313,-0.803461901,-0.76963737,-0.664819976,-0.750335557
pmb0848,494.3,184.2,7.86,493.3,[M+H]+,-,LysoPC 16:1 (2n isomer),Lipids,1.414274509,2.905864994,1.526424169,0.918573009,0.766049471,-0.514699652,0.144740352,-0.424979924,0.063992596,-0.979447845,-0.461092114,-0.386849039,-0.164792711,-0.831410293,-0.853840225,-0.940419763,-0.961055301,-0.770625177,-0.063858017,-0.386849039
pmb0852,520.3,502.2,8.41,519.3,[M+H]+,-,LysoPC 18:2,Lipids,2.406092685,0.884745026,0.042708801,1.801686315,1.185656745,-0.773498093,-0.582361036,0.985479421,0.874413293,-0.875911395,-0.391223978,0.344911986,0.031085601,-0.759550254,-0.838846303,-0.82773969,-0.903807073,-0.97819555,-0.810046598,-0.815599904
pmb0854,518.3,459.3,8.77,517.3,[M+H]+,-,LysoPC 18:3,Lipids,1.386368267,-0.057905895,-0.226296604,1.392844833,0.771094521,-0.455135261,-0.438188247,3.241904355,0.697693443,-0.635183789,-0.233852598,-0.730929019,-0.573008758,-0.81339729,-0.814368775,-0.77863972,-0.549045464,-0.605607472,-0.236011453,-0.342335074
pmb0855,496.3,184.2,8.78,495.3,[M+H]+,-,LysoPC 16:0,Lipids,1.58880727,-0.024824401,-0.255343212,1.218935281,1.002742499,-0.422306553,-0.462419431,3.094342551,0.752688196,-0.636936496,-0.224086424,-0.760661282,-0.639541229,-0.834739869,-0.835026389,-0.810672142,-0.590832734,-0.631466558,-0.228514469,-0.300144607
pmb0856,480.5,339.2,8.85,479.5,[M+H]+,-,LysoPE 18:1 (2n isomer),Lipids,-0.152147995,3.137662729,-0.188957066,0.864702593,-0.44892113,-0.64653983,-0.632046258,1.428341493,-0.407050811,-1.093539986,-0.915246048,0.386184669,1.492757367,-0.389106389,-0.486650428,-0.383815085,-0.037119648,-0.792165717,0.004060501,-0.740402961
pmb0859,522.4,184,8.89,521.4,[M+H]+,-,LysoPC 18:1 (2n isomer),Lipids,0.815483591,3.299452751,0.550161835,1.557189813,0.304253866,-0.773460209,-0.512618557,0.13998336,-0.237341013,-0.971182163,-0.735130424,0.548170677,0.357019543,-0.491213613,-0.582309075,-0.546966027,-0.651501803,-0.820750203,-0.519587609,-0.729654741
pmb0863,492.3,184,7.31,491.3,[M+H]+,-,LysoPC 16:2 (2n isomer),Lipids,1.903497839,2.276687679,1.050902589,1.337971697,1.513083853,-0.28425583,-0.144740244,0.169600429,0.096971945,-0.627016345,-0.628164621,-0.697348276,-0.651417219,-0.810166436,-0.761651757,-0.903750965,-0.929300115,-0.759929342,-0.660316362,-0.490658519
pmb0864,426.3,285.2,7.67,425.3,[M+H]+,-,LysoPE 14:0,Lipids,3.021464304,-0.303093114,-0.635060015,-0.298426912,1.123875723,-0.530848183,-0.674833828,1.881577955,0.730581603,-0.64861422,-0.605507406,-0.699675795,-0.688632452,-0.727206384,-0.724673303,-0.666168025,-0.100668852,-0.234655493,0.935005665,-0.154441268
pmb0865,518.2,184.1,7.7,517.2,[M+H]+,-,LysoPC 18:3 (2n isomer),Lipids,2.224946794,1.29909415,0.008732592,1.79378482,1.258477443,-0.589062028,-0.490123894,1.607364547,0.071219835,-0.753611767,-0.305786529,-0.128739341,-0.407849025,-0.768400414,-0.643217638,-0.78797975,-0.89608268,-0.944093711,-0.670295443,-0.878377961
pmb0874,478.6,460.6,8.36,477.6,[M+H]+,-,LysoPE 18:2 (2n isomer),Lipids,2.216315681,1.107931107,-0.583940494,0.981120996,1.702654473,-0.366437077,-0.742051834,1.127193402,1.650485757,-0.590361259,-0.47799787,-0.201904971,-0.515719865,-0.818378679,-0.806259485,-0.810272463,-0.646542954,-0.895026563,-0.583137898,-0.747670004
pmb0882,522.1,504.2,9.04,521.1,[M+H]+,-,LysoPC 18:1,Lipids,0.879730431,1.395920853,0.115768607,2.810282609,0.288692398,-0.71865321,-0.538760848,1.997282695,-0.206850407,-0.83453796,-0.146714223,-0.004503761,-0.030313283,-0.722266543,-0.803308439,-0.8107932,-0.724847495,-0.86525129,-0.393969435,-0.686907499
pmb0883,482.1,341.7,9.84,481.1,[M+H]+,-,LysoPE 18:0,Lipids,1.251314871,-0.373878052,-0.089623777,0.49948291,2.126735647,-0.372075715,-0.117173784,2.5438479,1.385202755,-0.720441689,-0.157340149,-0.822608443,-0.588871096,-0.837567839,-0.782236097,-0.883836402,-0.738954264,-0.786896425,-0.295347659,-0.239732692
pmb2319,482.3,184.1,8.23,481.3,[M+H]+,-,LysoPC 15:0,Lipids,3.25717264,-0.265865195,-0.417682368,0.301829202,1.338629406,-0.362370928,-0.411896652,1.903315231,0.433743514,-0.364222357,-0.342930925,-0.605694976,-0.566791826,-0.633119267,-0.640200983,-0.609976406,-0.528073818,-0.577599542,-0.404953794,-0.503310956
pmb2388,524.1,184,8.89,523.1,[M+H]+,-,LysoPC 18:0 (2n isomer),Lipids,1.058188779,2.576196489,0.578670334,1.977032116,0.412287716,-0.84492926,-0.522446095,0.375833097,-0.178464053,-1.015892074,-0.802492345,0.734770881,0.717010938,-0.406539103,-0.514968225,-0.693502383,-0.851472397,-0.992991096,-0.686024512,-0.920268806
pmb2406,510.1,184.4,9.32,509.1,[M+H]+,-,LysoPC 17:0,Lipids,3.340366483,-0.40690779,-0.430815281,-0.203072026,2.103838135,-0.439084325,-0.437897564,-0.024483644,1.255878293,-0.443142282,-0.430241042,-0.392475246,-0.410582921,-0.441228152,-0.444443891,-0.447981204,-0.43665338,-0.447567752,-0.421225487,-0.442280923
pmb3121,478.1,281.3,9,479.1,[M-H]-,-,LysoPE 18:1,Lipids,1.44650426,1.51732616,-0.609219428,1.358685104,0.713733667,-0.659266904,-0.782024864,2.14905751,0.313353858,-1.040760873,-0.821685128,-0.61016372,-0.346706251,-1.064084885,-1.072016938,-0.997323441,-0.165402187,-0.527066024,1.131110732,0.065949353
pmc0960,544.4,485.2,8.89,543.4,[M+H]+,-,LysoPC 20:4,Lipids,0.683708282,3.015032018,0.389149659,1.858350596,0.356820054,-0.852845999,-0.575170614,0.326286538,-0.291568135,-1.031377261,-0.745978693,0.753755759,0.543613327,-0.43327957,-0.519671458,-0.486803027,-0.685450488,-0.880146554,-0.605883738,-0.818540695
pmd0130,468.3,184,7.73,467.3,[M+H]+,-,LysoPC 14:0,Lipids,1.934769648,0.017232018,-0.360567742,0.237388712,0.75720313,-0.540634174,-0.624212179,3.354916228,0.387557322,-0.630395592,-0.395901533,-0.647858639,-0.631550735,-0.746317605,-0.755966448,-0.685298867,-0.307567056,-0.388427077,0.323005205,-0.297374617
